id,filename,video_culture,emotions,gender,confidence,comment,annotator_culture,annotator_language,emoji,annotator_individuality,intensity
1,persian/vid_58.mp4,,"contempt,disgust",female,3,"",persian,persian,none,4,2
2,persian/vid_27.mp4,,none,male,5,"",persian,persian,unamused,2,5
3,persian/vid_89.mp4,,anger,female,5,"",persian,persian,hatred,2,2
4,persian/vid_61.mp4,,annoyed,female,5,"",persian,persian,angry,2,4
5,persian/vid_49.mp4,,anger,male,5,"",persian,persian,hatred,2,6
6,persian/vid_19.mp4,,none,male,5,"",persian,persian,rollingeyes,2,5
7,persian/vid_5.mp4,,none,male,5,"",persian,persian,smirk,2,4
8,persian/vid_85.mp4,,none,male,5,"",persian,persian,weary,2,5
9,persian/vid_37.mp4,,furious,female,5,"",persian,persian,"hatred,furious",2,5
10,persian/vid_63.mp4,,"anger,furious",female,5,"",persian,persian,hatred,2,4
11,persian/vid_97.mp4,,contempt,male,5,"",persian,persian,smirk,2,5
12,persian/vid_21.mp4,,none,male,5,"",persian,persian,skeptical,2,5
13,persian/vid_1.mp4,,annoyed,male,5,"",persian,persian,unamused,2,5
14,persian/vid_9.mp4,,none,male,5,"",persian,persian,unamused,2,3
15,persian/vid_79.mp4,,"anger,annoyed,furious",female,5,"",persian,persian,"hatred,furious",2,5
16,persian/vid_59.mp4,,"anger,furious",female,5,"",persian,persian,"hatred,furious",2,5
17,persian/vid_57.mp4,,disgust,male,5,"",persian,persian,vomiting,2,4
18,persian/vid_13.mp4,,none,male,5,"",persian,persian,expressionless,2,5
19,persian/vid_77.mp4,,"anger,annoyed",male,5,"",persian,persian,"hatred,furious,weary",2,5
20,persian/vid_7.mp4,,contempt,female,4,"",persian,persian,weary,2,5
21,persian/vid_35.mp4,,"anger,annoyed,furious",female,5,"",persian,persian,"hatred,furious",2,6
22,persian/vid_29.mp4,,"contempt,annoyed",female,4,"",persian,persian,"smirk,angry",2,5
23,persian/vid_43.mp4,,anger,female,3,"",persian,persian,angry,2,4
24,persian/vid_14.mp4,,annoyed,female,2,"",persian,persian,unamused,4,2
25,persian/vid_62.mp4,,anger,female,5,"",persian,persian,furious,4,6
26,persian/vid_66.mp4,,"contempt,none",male,4,tired?,persian,persian,rollingeyes,4,1
27,persian/vid_38.mp4,,hatred,female,4,"",persian,persian,angry,4,3
28,persian/vid_46.mp4,,annoyed,male,2,"",persian,persian,weary,4,2
29,persian/vid_46.mp4,,annoyed,male,2,"",persian,persian,weary,4,2
30,persian/vid_70.mp4,,"anger,annoyed",male,4,"",persian,persian,furious,4,4
31,persian/vid_72.mp4,,annoyed,male,4,"",persian,persian,triumph,4,3
32,persian/vid_72.mp4,,annoyed,male,4,"",persian,persian,triumph,4,3
33,persian/vid_4.mp4,,annoyed,female,5,"",persian,persian,hatred,4,3
34,persian/vid_76.mp4,,hatred,male,4,"",persian,persian,"angry,nauseated",4,5
35,persian/vid_16.mp4,,contempt,male,5,"",persian,persian,smirk,4,4
36,persian/vid_12.mp4,,contempt,male,5,"",persian,persian,smirk,4,3
37,persian/vid_30.mp4,,"hatred,furious,none",female,1,devastated,persian,persian,weary,4,1
38,persian/vid_22.mp4,,annoyed,female,2,"",persian,persian,angry,4,2
39,persian/vid_82.mp4,,anger,male,3,"",persian,persian,angry,4,2
40,persian/vid_92.mp4,,disgust,male,4,"",persian,persian,nauseated,4,3
41,persian/vid_52.mp4,,annoyed,male,5,"",persian,persian,unamused,4,3
42,persian/vid_52.mp4,,annoyed,male,5,"",persian,persian,unamused,4,3
43,persian/vid_26.mp4,,none,female,2,tired,persian,persian,weary,4,2
44,persian/vid_48.mp4,,none,male,1,disappointed,persian,persian,unamused,4,1
45,persian/vid_80.mp4,,annoyed,male,4,"",persian,persian,"furious,triumph",4,3
46,persian/vid_32.mp4,,"annoyed,hatred",male,3,"",persian,persian,angry,4,1
47,persian/vid_84.mp4,,anger,male,4,"",persian,persian,hatred,4,4
48,persian/vid_74.mp4,,furious,male,5,"",persian,persian,"furious,triumph",4,5
49,persian/vid_18.mp4,,hatred,female,1,"",persian,persian,"unamused,rollingeyes",4,4
50,persian/vid_8.mp4,,hatred,female,4,"",persian,persian,"nauseated,weary,triumph",4,4
51,persian/vid_40.mp4,,hatred,male,5,"",persian,persian,"hatred,nauseated,weary",4,3
52,persian/vid_20.mp4,,contempt,male,5,"",persian,persian,smirk,4,2
53,persian/vid_96.mp4,,contempt,male,3,"",persian,persian,"smirk,smilingimp",4,2
54,persian/vid_36.mp4,,"disgust,annoyed",female,5,"",persian,persian,"angry,hatred,weary",4,4
55,persian/vid_6.mp4,,none,male,4,confused,persian,persian,skeptical,4,3
56,persian/vid_34.mp4,,none,male,4,tired,persian,persian,weary,4,2
57,persian/vid_42.mp4,,anger,female,2,"",persian,persian,triumph,4,3
58,persian/vid_68.mp4,,furious,male,5,"",persian,persian,"furious,triumph",4,5
59,persian/vid_78.mp4,,"annoyed,furious",male,5,"",persian,persian,"furious,triumph",4,6
60,persian/vid_50.mp4,,"disgust,hatred",female,4,"",persian,persian,"nauseated,weary",4,4
61,persian/vid_54.mp4,,disgust,male,4,"",persian,persian,"unamused,nauseated",4,4
62,persian/vid_28.mp4,,contempt,female,1,"",persian,persian,smirk,4,4
63,persian/vid_60.mp4,,furious,female,5,"",persian,persian,"angry,hatred,furious,triumph",4,6
64,persian/vid_60.mp4,,furious,female,5,"",persian,persian,"angry,hatred,furious,triumph",4,6
65,persian/vid_60.mp4,,furious,female,5,"",persian,persian,"angry,hatred,furious,triumph",4,6
66,persian/vid_94.mp4,,none,male,1,"",persian,persian,rollingeyes,4,1
67,persian/vid_94.mp4,,none,male,1,"",persian,persian,rollingeyes,4,1
68,persian/vid_94.mp4,,none,male,1,"",persian,persian,rollingeyes,4,1
69,persian/vid_10.mp4,,annoyed,male,3,"",persian,persian,unamused,4,1
70,persian/vid_10.mp4,,annoyed,male,3,"",persian,persian,unamused,4,1
71,persian/vid_10.mp4,,annoyed,male,3,"",persian,persian,unamused,4,1
72,persian/vid_56.mp4,,disgust,male,3,"",persian,persian,"unamused,nauseated",4,3
73,persian/vid_58.mp4,,annoyed,female,4,"",persian,persian,"rollingeyes,weary",4,3
74,persian/vid_58.mp4,,annoyed,female,4,"",persian,persian,"rollingeyes,weary",4,3
75,persian/vid_58.mp4,,annoyed,female,4,"",persian,persian,"rollingeyes,weary",4,3
76,persian/vid_58.mp4,,annoyed,female,4,"",persian,persian,"rollingeyes,weary",4,3
77,persian/vid_24.mp4,,hatred,female,2,"",persian,persian,"smirk,weary",4,3
78,persian/vid_44.mp4,,annoyed,female,4,"",persian,persian,angry,4,3
79,persian/vid_44.mp4,,annoyed,female,4,"",persian,persian,angry,4,3
80,persian/vid_44.mp4,,annoyed,female,4,"",persian,persian,angry,4,3
81,persian/vid_2.mp4,,contempt,male,3,"",persian,persian,unamused,4,1
82,persian/vid_64.mp4,,annoyed,male,2,"",persian,persian,weary,4,1
83,persian/vid_64.mp4,,annoyed,male,2,"",persian,persian,weary,4,1
93,persian/vid_64.mp4,,annoyed,male,2,"",persian,persian,weary,4,1
94,persian/vid_86.mp4,,"disgust,annoyed",female,2,"",persian,persian,"unamused,nauseated,weary",4,2
95,persian/vid_90.mp4,,annoyed,female,4,"",persian,persian,"angry,triumph",4,3
96,persian/vid_88.mp4,,furious,female,5,"",persian,persian,furious,4,5
97,persian/vid_55.mp4,,"contempt,annoyed,hatred",male,5,I guess he feels so miserable,persian,persian,weary,1,5
98,persian/vid_97.mp4,,contempt,male,5,"",persian,persian,"smirk,neutral,expressionless,rollingeyes",1,4
99,persian/vid_11.mp4,,none,male,4,"",persian,persian,rollingeyes,1,4
100,persian/vid_85.mp4,,"anger,furious",male,5,"",persian,persian,"angry,hatred,furious,triumph",1,4
101,persian/vid_17.mp4,,contempt,male,4,"",persian,persian,hatred,2,4
102,persian/vid_31.mp4,,none,male,4,Ridicule,persian,persian,smirk,2,5
103,persian/vid_13.mp4,,"anger,annoyed,furious",male,4,"",persian,persian,"angry,hatred,triumph",1,2
104,persian/vid_95.mp4,,none,male,5,Stunned,persian,persian,neutral,2,5
105,persian/vid_51.mp4,,annoyed,female,5,"",persian,persian,weary,2,1
106,persian/vid_83.mp4,,anger,male,5,"",persian,persian,angry,2,3
107,persian/vid_41.mp4,,hatred,male,5,"",persian,persian,hatred,2,5
108,persian/vid_3.mp4,,"anger,contempt,furious",male,4,"",persian,persian,"skeptical,angry,hatred",1,4
109,persian/vid_15.mp4,,annoyed,male,5,"",persian,persian,weary,2,5
110,persian/vid_11.mp4,,none,male,5,uncertain ,persian,persian,skeptical,2,4
111,persian/vid_75.mp4,,furious,male,5,"",persian,persian,hatred,2,5
112,persian/vid_69.mp4,,"anger,hatred,furious",female,5,"",persian,persian,"angry,hatred,furious,triumph",1,4
113,persian/vid_73.mp4,,none,female,5,Sad,persian,persian,unamused,2,4
114,persian/vid_65.mp4,,annoyed,female,4,"",persian,persian,unamused,2,5
115,persian/vid_5.mp4,,contempt,male,3,"",persian,persian,"skeptical,neutral",1,4
116,persian/vid_83.mp4,,anger,male,5,"",persian,persian,"angry,hatred,triumph",1,5
117,persian/vid_25.mp4,,none,female,4,Ridicule,persian,persian,neutral,2,5
118,persian/vid_33.mp4,,contempt,male,4,"",persian,persian,"smirk,unamused",2,3
119,persian/vid_67.mp4,,"anger,annoyed,furious",male,5,"",persian,persian,"furious,triumph",1,6
120,persian/vid_55.mp4,,none,male,5,Ridicule,persian,persian,smirk,2,5
121,persian/vid_45.mp4,,"annoyed,hatred",male,4,"",persian,persian,expressionless,2,4
122,persian/vid_23.mp4,,contempt,female,5,"",persian,persian,smirk,2,5
123,persian/vid_43.mp4,,"anger,contempt,disgust",female,4,"",persian,persian,"hatred,smilingimp,triumph",1,5
124,persian/vid_3.mp4,,"annoyed,none",male,4,"",persian,persian,expressionless,2,4
125,persian/vid_93.mp4,,"anger,furious",female,5,"",persian,persian,"hatred,furious",2,5
126,persian/vid_49.mp4,,"anger,annoyed",male,5,"",persian,persian,"weary,triumph",1,5
127,persian/vid_47.mp4,,none,male,5,detached ,persian,persian,neutral,2,6
128,persian/vid_59.mp4,,"hatred,furious",female,5,"",persian,persian,"furious,triumph",1,6
129,persian/vid_71.mp4,,"anger,annoyed",male,4,"",persian,persian,"angry,triumph",2,5
130,persian/vid_53.mp4,,"anger,furious",female,5,"",persian,persian,"angry,hatred",2,5
131,persian/vid_69.mp4,,"annoyed,hatred",female,4,"",persian,persian,"angry,triumph",2,5
132,persian/vid_89.mp4,,"anger,annoyed,hatred,furious",female,5,"",persian,persian,"angry,hatred,triumph",1,6
133,persian/vid_87.mp4,,"anger,none",male,4,"",persian,persian,smirk,2,1
134,persian/vid_67.mp4,,"anger,annoyed",male,5,"",persian,persian,"angry,triumph",2,4
135,persian/vid_91.mp4,,annoyed,male,5,"",persian,persian,triumph,2,4
136,persian/vid_29.mp4,,hatred,female,5,hopeless,persian,persian,skeptical,1,2
137,persian/vid_81.mp4,,"anger,hatred,furious",male,5,"",persian,persian,"angry,hatred,furious,triumph",2,6
138,persian/vid_95.mp4,,"anger,contempt,hatred",male,5,"",persian,persian,"neutral,expressionless,angry,triumph",1,4
139,persian/vid_9.mp4,,"anger,contempt",male,4,"",persian,persian,"skeptical,angry",1,4
140,persian/vid_21.mp4,,none,male,4,"",persian,persian,smirk,1,2
141,persian/vid_53.mp4,,"hatred,furious",female,5,"",persian,persian,"angry,hatred,furious,nauseated,triumph",1,6
142,persian/vid_57.mp4,,annoyed,male,5,hopeless,persian,persian,"unamused,weary",1,6
143,persian/vid_63.mp4,,"anger,furious",female,5,"",persian,persian,"hatred,triumph",1,4
144,persian/vid_41.mp4,,anger,male,5,desperate,persian,persian,"angry,hatred,triumph",1,6
145,persian/vid_41.mp4,,anger,male,5,desperate,persian,persian,"angry,hatred,triumph",1,6
146,persian/vid_31.mp4,,none,male,5,indifferent,persian,persian,smirk,1,4
147,persian/vid_51.mp4,,"anger,furious",female,5,and scared,persian,persian,"angry,hatred",1,6
148,persian/vid_61.mp4,,anger,female,4,and scared,persian,persian,angry,1,5
149,persian/vid_75.mp4,,"anger,furious",male,5,"",persian,persian,"hatred,furious,triumph",1,6
150,persian/vid_7.mp4,,"anger,contempt",female,4,"",persian,persian,"smirk,angry,hatred,furious",1,6
151,persian/vid_33.mp4,,"anger,contempt",male,5,and confused,persian,persian,"skeptical,angry,hatred",1,5
152,persian/vid_93.mp4,,"anger,hatred,furious",female,4,"",persian,persian,"angry,hatred,triumph",1,4
153,persian/vid_1.mp4,,none,male,5,sad and confused,persian,persian,"unamused,rollingeyes",1,3
154,persian/vid_71.mp4,,"anger,furious",male,5,"",persian,persian,"hatred,furious",1,6
155,persian/vid_23.mp4,,contempt,female,5,"",persian,persian,none,1,5
156,persian/vid_45.mp4,,none,male,4,scared,persian,persian,none,1,3
157,persian/vid_91.mp4,,"anger,annoyed,furious",male,5,"",persian,persian,"angry,hatred,triumph",1,6
158,persian/vid_17.mp4,,none,male,5,malignancy,persian,persian,smilingimp,1,1
159,persian/vid_47.mp4,,none,male,5,indifference,persian,persian,"neutral,rollingeyes",1,4
160,persian/vid_35.mp4,,"anger,furious",female,5,"",persian,persian,"angry,hatred",1,5
161,persian/vid_15.mp4,,furious,male,5,"",persian,persian,"angry,hatred,triumph",1,3
162,persian/vid_15.mp4,,furious,male,5,"",persian,persian,"angry,hatred,triumph",1,3
163,persian/vid_37.mp4,,"annoyed,furious",female,4,"",persian,persian,"angry,hatred",1,4
164,persian/vid_37.mp4,,"annoyed,furious",female,4,"",persian,persian,"angry,hatred",1,4
165,persian/vid_19.mp4,,furious,male,5,and sad and hopeless,persian,persian,"neutral,expressionless,unamused,angry",1,3
166,persian/vid_73.mp4,,annoyed,female,5,"",persian,persian,"unamused,weary",1,4
167,persian/vid_77.mp4,,"anger,annoyed",male,5,"",persian,persian,"furious,triumph",1,6
168,persian/vid_65.mp4,,furious,female,5,"",persian,persian,triumph,1,4
169,persian/vid_27.mp4,,none,male,4,confused,persian,persian,skeptical,1,3
170,persian/vid_79.mp4,,anger,female,5,"",persian,persian,"hatred,furious",1,6
171,persian/vid_81.mp4,,anger,male,5,"",persian,persian,furious,1,6
172,persian/vid_25.mp4,,none,female,4,helpless,persian,persian,none,1,3
173,persian/vid_25.mp4,,none,female,4,helpless,persian,persian,none,1,3
174,persian/vid_25.mp4,,none,female,4,helpless,persian,persian,none,1,3
175,na/vid_52.mp4,,disgust,female,4,"",north american,english,nauseated,2,5
176,na/vid_4.mp4,,annoyed,male,4,"",north american,english,unamused,2,1
177,na/vid_22.mp4,,annoyed,male,4,"",north american,english,rollingeyes,2,3
178,na/vid_20.mp4,,none,female,2,"",north american,english,neutral,2,0
179,na/vid_42.mp4,,disgust,male,4,"",north american,english,weary,2,3
180,na/vid_48.mp4,,disgust,male,4,"",north american,english,vomiting,2,6
181,na/vid_50.mp4,,disgust,male,4,"",north american,english,nauseated,2,4
182,na/vid_72.mp4,,furious,female,4,"",north american,english,triumph,2,5
183,na/vid_24.mp4,,none,male,4,"",north american,english,neutral,2,3
184,na/vid_78.mp4,,hatred,male,4,"",north american,english,furious,2,4
185,na/vid_28.mp4,,contempt,female,4,"",north american,english,unamused,2,2
186,na/vid_8.mp4,,annoyed,male,4,"",north american,english,expressionless,2,1
187,na/vid_84.mp4,,annoyed,female,4,"",north american,english,angry,2,3
188,na/vid_32.mp4,,contempt,male,4,"",north american,english,unamused,2,1
189,na/vid_12.mp4,,annoyed,female,4,"",north american,english,unamused,2,2
190,na/vid_58.mp4,,disgust,female,4,"",north american,english,nauseated,2,3
191,na/vid_68.mp4,,furious,female,4,"",north american,english,triumph,2,4
192,na/vid_88.mp4,,annoyed,female,4,"",north american,english,expressionless,2,2
193,na/vid_30.mp4,,anger,male,4,"",north american,english,angry,2,2
194,na/vid_80.mp4,,furious,male,4,"",north american,english,triumph,2,4
195,na/vid_14.mp4,,annoyed,female,4,"",north american,english,unamused,2,4
196,na/vid_66.mp4,,furious,male,4,"",north american,english,furious,2,6
197,na/vid_6.mp4,,annoyed,male,4,"",north american,english,unamused,2,2
198,na/vid_86.mp4,,anger,female,4,"",north american,english,hatred,2,4
199,na/vid_40.mp4,,disgust,male,4,"",north american,english,unamused,2,2
200,na/vid_74.mp4,,anger,male,4,"",north american,english,furious,2,4
201,na/vid_76.mp4,,furious,female,4,"",north american,english,furious,2,5
202,na/vid_16.mp4,,annoyed,female,4,"",north american,english,expressionless,2,3
203,na/vid_44.mp4,,disgust,male,4,"",north american,english,nauseated,2,0
204,na/vid_34.mp4,,none,male,4,"",north american,english,neutral,2,0
205,na/vid_46.mp4,,disgust,male,4,"",north american,english,weary,2,0
206,na/vid_26.mp4,,none,male,4,"",north american,english,neutral,2,0
207,na/vid_60.mp4,,disgust,female,4,"",north american,english,vomiting,2,4
208,na/vid_18.mp4,,annoyed,female,4,"",north american,english,unamused,2,2
209,na/vid_54.mp4,,disgust,male,4,"",north american,english,nauseated,2,3
210,na/vid_10.mp4,,annoyed,female,4,"",north american,english,rollingeyes,2,1
211,na/vid_2.mp4,,annoyed,male,4,"",north american,english,unamused,2,1
212,na/vid_36.mp4,,none,female,4,"",north american,english,neutral,2,0
213,na/vid_64.mp4,,furious,female,4,"",north american,english,hatred,2,1
214,na/vid_62.mp4,,none,female,4,"",north american,english,expressionless,2,0
215,na/vid_56.mp4,,anger,female,4,"",north american,english,angry,2,0
216,na/vid_82.mp4,,furious,female,4,"",north american,english,hatred,2,1
217,na/vid_38.mp4,,anger,female,4,"",north american,english,angry,2,1
218,na/vid_70.mp4,,anger,female,4,"",north american,english,furious,2,1
219,persian/vid_26.mp4,,none,female,3,dissapointment,persian,persian,weary,3,2
220,persian/vid_36.mp4,,"anger,annoyed",female,4,"",persian,persian,"unamused,angry",3,4
221,persian/vid_94.mp4,,annoyed,male,3,"",persian,persian,"unamused,triumph",3,2
222,persian/vid_85.mp4,,anger,male,4,"",persian,persian,hatred,2,4
223,persian/vid_19.mp4,,none,male,3,"",persian,persian,unamused,2,2
224,persian/vid_71.mp4,,hatred,male,4,"",persian,persian,triumph,2,3
225,persian/vid_94.mp4,,contempt,male,2,"",persian,persian,smirk,4,2
226,persian/vid_54.mp4,,disgust,male,3,"",persian,persian,angry,4,3
227,persian/vid_94.mp4,,annoyed,male,3,"",persian,persian,"unamused,triumph",3,2
228,persian/vid_30.mp4,,contempt,female,2,"",persian,persian,"rollingeyes,weary",3,1
229,persian/vid_14.mp4,,none,female,3,Sarcastic?,persian,persian,"skeptical,unamused",3,1
230,persian/vid_14.mp4,,none,female,3,Sarcastic?,persian,persian,"skeptical,unamused",3,1
231,persian/vid_28.mp4,,contempt,female,3,"",persian,persian,"unamused,triumph",3,2
232,persian/vid_54.mp4,,"contempt,disgust",male,3,"",persian,persian,"unamused,angry,triumph",3,3
233,persian/vid_74.mp4,,"annoyed,hatred,furious",male,4,"",persian,persian,"angry,hatred,furious,triumph",3,4
234,persian/vid_34.mp4,,contempt,male,2,Sarcastic? (why dont we have emoji with cheek raise?),persian,persian,"unamused,rollingeyes",3,2
235,persian/vid_42.mp4,,"annoyed,furious",female,3,each second of the video is different ,persian,persian,"angry,triumph",3,3
236,persian/vid_62.mp4,,"anger,furious",female,4,"",persian,persian,"angry,weary",3,3
237,persian/vid_44.mp4,,none,female,2,not sure,persian,persian,unamused,3,1
238,persian/vid_70.mp4,,furious,male,4,"",persian,persian,hatred,3,3
239,persian/vid_78.mp4,,furious,male,4,"",persian,persian,"angry,triumph",3,3
240,persian/vid_82.mp4,,annoyed,male,4,"",persian,persian,angry,3,3
241,persian/vid_96.mp4,,none,male,3,I do not see any emotions,persian,persian,none,3,0
242,persian/vid_76.mp4,,furious,male,4,"",persian,persian,"angry,hatred,triumph",3,4
243,persian/vid_16.mp4,,contempt,male,3,Sarcastic smile,persian,persian,"smirk,none",3,1
244,persian/vid_18.mp4,,contempt,female,5,"",persian,persian,unamused,3,4
245,persian/vid_72.mp4,,"contempt,annoyed",male,3,"",persian,persian,"unamused,angry",3,2
246,persian/vid_92.mp4,,contempt,male,4,"",persian,persian,"unamused,triumph",3,4
247,persian/vid_64.mp4,,anger,male,3,"",persian,persian,hatred,3,3
248,persian/vid_8.mp4,,contempt,female,3,"",persian,persian,"unamused,triumph",3,2
249,persian/vid_6.mp4,,annoyed,male,2,More of a Sadness,persian,persian,"expressionless,triumph,none",3,1
250,persian/vid_58.mp4,,contempt,female,3,"",persian,persian,"unamused,rollingeyes",3,2
251,persian/vid_12.mp4,,none,male,2,ashamed,persian,persian,weary,3,0
252,persian/vid_84.mp4,,anger,male,3,"",persian,persian,hatred,3,3
253,persian/vid_38.mp4,,anger,female,3,"",persian,persian,"angry,triumph",3,2
254,persian/vid_38.mp4,,anger,female,3,"",persian,persian,"angry,triumph",3,2
255,persian/vid_2.mp4,,annoyed,male,4,"",persian,persian,unamused,3,4
256,persian/vid_56.mp4,,contempt,male,2,"",persian,persian,triumph,3,1
257,persian/vid_20.mp4,,contempt,male,2,"",persian,persian,"unamused,rollingeyes",3,1
258,persian/vid_4.mp4,,"disgust,furious",female,4,Contempting,persian,persian,unamused,2,4
259,persian/vid_76.mp4,,"anger,annoyed,hatred,furious",male,5,"",persian,persian,hatred,2,6
260,persian/vid_70.mp4,,"anger,annoyed,furious",male,5,"",persian,persian,angry,2,4
261,persian/vid_78.mp4,,"anger,annoyed,furious",male,4,"",persian,persian,angry,2,2
262,persian/vid_58.mp4,,"contempt,annoyed",female,5,"",persian,persian,unamused,2,5
263,persian/vid_66.mp4,,annoyed,male,5,"",persian,persian,expressionless,2,5
264,persian/vid_94.mp4,,none,male,3,"",persian,persian,skeptical,2,3
265,persian/vid_36.mp4,,"anger,contempt,annoyed,furious",female,5,"",persian,persian,angry,2,5
266,persian/vid_60.mp4,,"anger,furious",female,4,"",persian,persian,triumph,2,5
267,persian/vid_34.mp4,,"contempt,annoyed",male,4,bored,persian,persian,unamused,2,5
268,persian/vid_44.mp4,,annoyed,female,4,"",persian,persian,skeptical,2,5
269,persian/vid_48.mp4,,"annoyed,furious",male,2,"",persian,persian,expressionless,2,3
270,persian/vid_22.mp4,,"contempt,disgust,annoyed",female,4,"",persian,persian,smirk,2,4
271,persian/vid_40.mp4,,"anger,disgust,hatred",male,4,"",persian,persian,angry,2,6
272,persian/vid_42.mp4,,"disgust,hatred",female,4,"",persian,persian,weary,2,5
273,persian/vid_82.mp4,,"anger,annoyed,furious",male,4,"",persian,persian,neutral,2,4
274,persian/vid_28.mp4,,"contempt,annoyed",female,5,"",persian,persian,smirk,2,6
275,persian/vid_88.mp4,,"anger,disgust,annoyed,furious",female,4,"",persian,persian,triumph,2,4
276,persian/vid_54.mp4,,contempt,male,4,"",persian,persian,nauseated,2,4
277,persian/vid_52.mp4,,"contempt,disgust,annoyed,hatred,furious",male,5,"",persian,persian,weary,2,5
278,persian/vid_2.mp4,,furious,male,4,"",persian,persian,triumph,2,5
279,persian/vid_18.mp4,,"contempt,disgust,annoyed",female,4,"",persian,persian,vomiting,2,6
280,persian/vid_38.mp4,,"disgust,annoyed",female,4,"",persian,persian,smilingimp,2,2
281,persian/vid_50.mp4,,"disgust,annoyed",female,4,"",persian,persian,triumph,2,4
282,persian/vid_97.mp4,,contempt,male,5,"",persian,persian,neutral,4,1
283,persian/vid_61.mp4,,anger,female,5,"",persian,persian,furious,4,3
284,persian/vid_47.mp4,,annoyed,male,5,"",persian,persian,"smilingimp,none",4,5
285,persian/vid_83.mp4,,"anger,hatred",male,5,"",persian,persian,hatred,4,1
286,persian/vid_25.mp4,,annoyed,female,5,"",persian,persian,smilingimp,4,5
287,persian/vid_59.mp4,,"anger,hatred,furious",female,5,"",persian,persian,vomiting,4,6
288,persian/vid_69.mp4,,"disgust,annoyed,hatred",female,5,"",persian,persian,"vomiting,smilingimp",4,5
289,persian/vid_35.mp4,,"anger,contempt",female,5,"",persian,persian,hatred,4,3
290,persian/vid_13.mp4,,"anger,hatred",male,5,"",persian,persian,hatred,4,1
291,persian/vid_7.mp4,,"contempt,hatred",female,5,"",persian,persian,"neutral,rollingeyes",4,3
292,persian/vid_89.mp4,,"anger,hatred",female,5,"",persian,persian,furious,4,3
293,persian/vid_33.mp4,,"anger,hatred",male,4,"",persian,persian,angry,4,1
294,persian/vid_21.mp4,,contempt,male,5,"",persian,persian,smirk,4,1
295,persian/vid_81.mp4,,"disgust,hatred,furious",male,5,"",persian,persian,"furious,triumph",4,5
296,persian/vid_5.mp4,,contempt,male,4,"",persian,persian,smirk,4,1
297,persian/vid_91.mp4,,"anger,contempt,hatred",male,5,"",persian,persian,furious,4,3
298,persian/vid_67.mp4,,"anger,hatred",male,5,"",persian,persian,furious,4,3
299,persian/vid_53.mp4,,"anger,contempt,disgust,hatred",female,5,"",persian,persian,"smirk,furious,triumph",4,5
300,persian/vid_93.mp4,,"anger,contempt,disgust,hatred",female,5,"",persian,persian,"unamused,furious,smilingimp,triumph",4,4
301,persian/vid_3.mp4,,"anger,contempt,hatred",male,5,"",persian,persian,"furious,triumph",4,1
302,persian/vid_45.mp4,,annoyed,male,4,"",persian,persian,neutral,4,1
